Fecha,Año,Mes,IPC,pi_t,TPM_obs,TC_obs,var_tc,PIB_obs,var_pib
2021-09-01,2021,9,110.535,7.738118445163544,3.0,56.534947619047614,-3.100396777527259,108.36679242413814,13.002816446526722
2021-10-01,2021,10,111.244,7.715248460436119,3.0,56.2688238095238,-3.543485947303848,116.33532430684662,13.145699991493686
2021-11-01,2021,11,112.446,8.232508446189835,3.0,56.45905909090909,-3.1395189184159955,116.33532430684662,13.145699991493686
2021-12-01,2021,12,113.263,8.495698986531796,3.5000000000000004,56.82451304347826,-2.1557548346090805,116.33532430684662,13.145699991493686
2022-01-01,2022,1,114.602,8.726424044628288,4.5,57.52399444444445,-0.9385080627687948,116.26660971564144,8.558936907626546
2022-02-01,2022,2,115.658,8.983830236327318,5.0,56.380325000000006,-2.5291701992003257,116.26660971564144,8.558936907626546
2022-03-01,2022,3,116.431,9.054550222921588,5.0,54.82472608695652,-4.11092231080924,116.26660971564144,8.558936907626546
2022-04-01,2022,4,117.544,9.643116989720712,5.5,54.94754210526316,-3.2559958123322463,115.47213719285804,6.292017133251605
2022-05-01,2022,5,118.122,9.472572079962196,5.5,55.05916190476191,-3.0510628482271374,115.47213719285804,6.292017133251605
2022-06-01,2022,6,118.877,9.478288898098274,6.5,54.73296190476191,-3.7722633848214726,115.47213719285804,6.292017133251605
2022-07-01,2022,7,119.468,9.43499926718452,7.249999999999999,54.46993809523809,-4.375176355580567,113.21064676116256,4.469869623958218
2022-08-01,2022,8,119.718,8.795972337080492,7.75,53.56839090909091,-5.904716884201456,113.21064676116256,4.469869623958218
2022-09-01,2022,9,120.07,8.626226986927211,8.0,53.17251363636364,-5.94753179102816,113.21064676116256,4.469869623958218
2022-10-01,2022,10,120.405,8.235050879148531,8.25,53.67382857142857,-4.611781555768035,118.55940290720584,1.9117826967955125
2022-11-01,2022,11,120.966,7.576970279067274,8.5,54.206036363636365,-3.99054246307039,118.55940290720584,1.9117826967955125
2022-12-01,2022,12,122.128,7.826916115589366,8.5,55.23632727272727,-2.79489552252884,118.55940290720584,1.9117826967955125
2023-01-01,2023,1,122.903,7.243329086752404,8.5,56.36636,-2.012437515205012,118.6270607911084,2.0302054745038305
2023-02-01,2023,2,123.035,6.378287710318342,8.5,55.8418052631579,-0.9551554320449628,118.6270607911084,2.0302054745038305
2023-03-01,2023,3,123.2995,5.89920210253283,8.5,54.770856521739134,-0.098257791807188,118.6270607911084,2.0302054745038305
2023-04-01,2023,4,123.6,5.152113251208057,8.5,54.52987777777778,-0.7601146684327764,117.2555684708956,1.5444689267844185
2023-05-01,2023,5,123.356,4.431012004537682,8.5,54.37750454545455,-1.2380452875153658,117.2555684708956,1.5444689267844185
2023-06-01,2023,6,123.627,3.9957266754712784,8.0,54.77378571428571,0.0745872470684805,117.2555684708956,1.5444689267844185
2023-07-01,2023,7,124.1884,3.951183580540385,7.75,55.73694761904761,2.3260711653356747,116.57446730915608,2.9712934642004853
2023-08-01,2023,8,124.8282,4.268531047962698,7.75,56.48816666666667,5.4505571439150025,116.57446730915608,2.9712934642004853
2023-09-01,2023,9,125.3654,4.410260681269262,7.5,56.62174285714285,6.486865082903193,116.57446730915608,2.9712934642004853
2023-10-01,2023,10,125.6376,4.345832814251893,7.5,56.67665909090909,5.594589764515079,121.21319632128028,2.2383660418326343
2023-11-01,2023,11,125.8094,4.003934989997182,7.249999999999999,56.70800952380953,4.615672585593411,121.21319632128028,2.2383660418326343
2023-12-01,2023,12,126.4866,3.5688785536486245,7.000000000000001,57.2327,3.614238719051177,121.21319632128028,2.2383660418326343
2024-01-01,2024,1,126.9796,3.3169247292580417,7.000000000000001,58.54377142857143,3.862962640432044,123.9640195002761,4.498938668442264
2024-02-01,2024,2,127.0946,3.299548908847072,7.000000000000001,58.512350000000005,4.782339546970227,123.9640195002761,4.498938668442264
2024-03-01,2024,3,127.4728,3.384685258253284,7.000000000000001,58.87734736842105,7.497583765285842,123.9640195002761,4.498938668442264
2024-04-01,2024,4,127.3478,3.032200647249206,7.000000000000001,58.789471428571424,7.811485784274996,124.38821306794574,6.082990078906619
2024-05-01,2024,5,127.2987,3.196196374720328,7.000000000000001,58.39079090909092,7.380416584364657,124.38821306794574,6.082990078906619
2024-06-01,2024,6,127.9079,3.46275489981962,7.000000000000001,58.98689,7.69182599079592,124.38821306794574,6.082990078906619
2024-07-01,2024,7,128.5831,3.538736307094714,7.000000000000001,58.97990454545455,5.81832530294264,122.57649076312693,5.148660416395856
2024-08-01,2024,8,129.1021,3.4238257060503985,7.000000000000001,59.46089047619047,5.262560258090288,122.57649076312693,5.148660416395856
2024-09-01,2024,9,129.4854,3.2863932153528896,6.75,59.807885,5.6270647671439855,122.57649076312693,5.148660416395856
2024-10-01,2024,10,129.6056,3.158290193381608,6.5,59.99009130434782,5.846202416631519,126.20493193839552,4.118145357609791
